,Game,Year,Genre,Publisher,North America,Europe,Japan,Rest of World,Global,Platform
1025,Naruto to Boruto: Shinobi Striker,2018,Action,Bandai Namco Games,0.17,0.0,0.0,0.02,0.19,XboxOne
1026,XCOM 2,2016,Strategy,2K Games,0.15,0.02,0.0,0.02,0.19,XboxOne
1027,F1 2017,2017,Racing,Koch Media,0.04,0.13,0.0,0.01,0.19,XboxOne
1028,Shape Up,2014,Sports,Ubisoft,0.08,0.09,0.0,0.01,0.18,XboxOne
1029,Cities: Skylines,2017,Simulation,Deep Silver,0.13,0.03,0.0,0.02,0.18,XboxOne
1030,Sniper: Ghost Warrior 3,2017,Shooter,City Interactive,0.11,0.05,0.0,0.02,0.18,XboxOne
1031,Project Spark (Working Title),2014,Misc,Microsoft Studios,0.11,0.05,0.0,0.02,0.17,XboxOne
1032,Rush: A Disney Pixar Adventure,2017,Adventure,Microsoft Studios,0.15,0.0,0.0,0.02,0.17,XboxOne
1033,Fighter Within,2013,Fighting,Ubisoft,0.08,0.07,0.0,0.01,0.17,XboxOne
1034,Murdered: Soul Suspect,2014,Action-Adventure,Square Enix,0.08,0.07,0.0,0.01,0.17,XboxOne
1035,Pac-Man Championship Edition 2 + Arcade Game Series,2016,Action,Namco Bandai Games,0.15,0.0,0.0,0.02,0.16,XboxOne
1036,Angry Birds: Star Wars,2013,Puzzle,Activision,0.11,0.04,0.0,0.02,0.16,XboxOne
1037,Little Nightmares,2017,Platform,Namco Bandai Games,0.12,0.03,0.0,0.02,0.16,XboxOne
1038,The Walking Dead: Season One,2014,Adventure,Telltale Games,0.08,0.06,0.0,0.01,0.16,XboxOne
1039,Wolfenstein: The Old Blood,2015,Shooter,Bethesda Softworks,0.07,0.07,0.0,0.01,0.15,XboxOne
1040,Pro Evolution Soccer 2015,2014,Sports,Konami Digital Entertainment,0.04,0.1,0.0,0.01,0.15,XboxOne
1041,Transformer: Rise of the Dark Spark,2014,Shooter,Activision,0.1,0.03,0.0,0.01,0.15,XboxOne
1042,The Escapists 2,2017,Action,Sold Out,0.05,0.08,0.0,0.01,0.15,XboxOne
1043,Transformers: Devastation,2015,Action,Activision,0.1,0.04,0.0,0.01,0.15,XboxOne
1044,Spintires: MudRunner,2017,Simulation,Focus Home Interactive,0.11,0.02,0.0,0.01,0.15,XboxOne
1045,DmC: Devil May Cry,2015,Action,Capcom,0.09,0.04,0.0,0.01,0.15,XboxOne
1046,Attack on Titan (KOEI),2016,Action,Tecmo Koei,0.06,0.07,0.0,0.01,0.15,XboxOne
1047,Tony Hawk's Pro Skater 5,2015,Sports,Activision,0.11,0.02,0.0,0.01,0.14,XboxOne
1048,Naruto Shippuden: Ultimate Ninja Storm Legacy,2017,Fighting,Namco Bandai Games,0.11,0.02,0.0,0.01,0.14,XboxOne
1049,The Walking Dead: Season Two,2014,Misc,Telltale Games,0.08,0.05,0.0,0.01,0.14,XboxOne
1050,Resident Evil: Revelations 2,2015,Action,Capcom,0.1,0.02,0.0,0.01,0.14,XboxOne
1051,Dishonored: Death of the Outsider,2017,Action,Bethesda Softworks,0.07,0.06,0.0,0.01,0.14,XboxOne
1052,Ultimate Marvel vs. Capcom 3,2017,Fighting,Capcom,0.12,0.0,0.0,0.01,0.14,XboxOne
1053,The Elder Scrolls Online: Morrowind,2017,MMO,Bethesda Softworks,0.09,0.03,0.0,0.01,0.14,XboxOne
1054,Hasbro Family Fun Pack,2015,Misc,Ubisoft,0.1,0.02,0.0,0.01,0.13,XboxOne
1055,Rocksmith 2014 Edition Remastered,2016,Music,Ubisoft,0.12,0.0,0.0,0.01,0.13,XboxOne
1056,Song of the Deep,2016,Action,Insomniac Games,0.12,0.0,0.0,0.01,0.13,XboxOne
1057,NBA Live 16,2015,Sports,EA Sports,0.11,0.01,0.0,0.01,0.13,XboxOne
1058,Outlast Trinity,2017,Action,Warner Bros. Interactive Entertainment,0.1,0.02,0.0,0.01,0.13,XboxOne
1059,Sonic Mania,2017,Platform,Sega,0.09,0.03,0.0,0.01,0.13,XboxOne
1060,Dead by Daylight,2017,Action,505 Games,0.08,0.03,0.0,0.01,0.12,XboxOne
1061,Darksiders III,2018,Action,THQ Nordic,0.11,0.0,0.0,0.01,0.12,XboxOne
1062,Vampyr,2018,Role-Playing,Focus Home Interactive,0.07,0.04,0.0,0.01,0.12,XboxOne
1063,The Walking Dead - The Telltale Series: A New Frontier,2017,Adventure,Warner Bros. Interactive Entertainment,0.1,0.01,0.0,0.01,0.12,XboxOne
1064,NASCAR Heat 2,2017,Racing,505 Games,0.11,0.0,0.0,0.01,0.12,XboxOne
1065,Life is Strange,2016,Adventure,Square Enix,0.08,0.03,0.0,0.01,0.12,XboxOne
1066,Wolfenstein The Two Pack,2017,Shooter,Bethesda Softworks,0.11,0.0,0.0,0.01,0.12,XboxOne
1067,The Surge,2017,Action,Koch Media,0.07,0.04,0.0,0.01,0.12,XboxOne
1068,Naruto Shippuden Ultimate Ninja Storm 4: Road to Boruto,2017,Fighting,Namco Bandai Games,0.11,0.0,0.0,0.01,0.12,XboxOne
1069,Pro Evolution Soccer 2016,2015,Sports,Konami Digital Entertainment,0.05,0.06,0.0,0.01,0.12,XboxOne
1070,Pro Evolution Soccer 2018,2017,Sports,Konami Digital Entertainment,0.06,0.05,0.0,0.01,0.12,XboxOne
1071,7 Days to Die,2016,Action,Telltale Games,0.09,0.02,0.0,0.01,0.12,XboxOne
1072,Zombie Army Trilogy,2015,Shooter,Rebellion Developments,0.05,0.05,0.0,0.01,0.12,XboxOne
1073,Prototype: Biohazard Bundle,2016,Action,Activision,0.1,0.0,0.0,0.01,0.11,XboxOne
1074,Ride,2015,Racing,Milestone S.r.l.,0.05,0.05,0.0,0.01,0.11,XboxOne
1075,Agents of Mayhem,2017,Action,Deep Silver,0.07,0.03,0.0,0.01,0.11,XboxOne
1076,Metal Gear Solid V: The Definitive Experience,2016,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,XboxOne
1077,Killer Instinct (2013),2014,Fighting,Microsoft Studios,0.07,0.03,0.0,0.01,0.11,XboxOne
1078,MXGP 2,2016,Racing,Milestone S.r.l.,0.07,0.02,0.0,0.01,0.1,XboxOne
1079,NASCAR Heat Evolution,2016,Racing,Dusenberry Martin Racing,0.09,0.0,0.0,0.01,0.1,XboxOne
1080,TrackMania Turbo,2016,Racing,Ubisoft,0.05,0.04,0.0,0.01,0.1,XboxOne
1081,Divinity: Original Sin,2015,Role-Playing,Focus Home Interactive,0.06,0.03,0.0,0.01,0.1,XboxOne
1082,Dead or Alive 5,2015,Fighting,Tecmo Koei,0.05,0.03,0.01,0.01,0.1,XboxOne
1083,Pro Evolution Soccer 2017,2016,Sports,Konami Digital Entertainment,0.05,0.03,0.0,0.01,0.1,XboxOne
1084,Resident Evil Zero,2016,Action-Adventure,Capcom,0.07,0.02,0.0,0.01,0.1,XboxOne
1085,Sword Art Online: Fatal Bullet,2018,Role-Playing,Namco Bandai Games,0.09,0.0,0.0,0.01,0.1,XboxOne
1086,Yooka-Laylee,2017,Platform,Sold Out,0.05,0.04,0.0,0.01,0.1,XboxOne
1087,Real Farm,2017,Simulation,Soedesco,0.08,0.0,0.0,0.01,0.1,XboxOne
1088,We Happy Few,2018,Action-Adventure,Gearbox Software,0.07,0.01,0.0,0.01,0.09,XboxOne
1089,Duke Nukem 3D: 20th Anniversary World Tour,2016,Shooter,Gearbox Software,0.08,0.0,0.0,0.01,0.09,XboxOne
1090,The Wolf Among Us,2014,Adventure,Telltale Games,0.06,0.02,0.0,0.01,0.09,XboxOne
1091,Attack on Titan 2,2018,Action,Koei Tecmo,0.08,0.0,0.0,0.01,0.09,XboxOne
1092,Rugby 15,2015,Sports,Bigben Interactive,0.03,0.05,0.0,0.01,0.09,XboxOne
1093,MXGP 3: The Official Motocross Videogame,2017,Racing,Milestone,0.06,0.02,0.0,0.01,0.09,XboxOne
1094,Bladestorm: Nightmare,2015,Action,Tecmo Koei,0.06,0.02,0.0,0.01,0.08,XboxOne
1095,Monster Energy Supercross - The Official Videogame,2018,Racing,Milestone S.r.l.,0.08,0.0,0.0,0.01,0.08,XboxOne
1096,America's Greatest Game Shows: Wheel of Fortune & Jeopardy!,2017,Misc,Ubisoft,0.08,0.0,0.0,0.01,0.08,XboxOne
1097,Dead Island Definitive Collection,2016,Action,Deep Silver,0.05,0.03,0.0,0.01,0.08,XboxOne
1098,Ride 2,2016,Racing,Milestone S.r.l,0.06,0.01,0.0,0.01,0.08,XboxOne
1099,Elite: Dangerous,2017,Simulation,Frontier Developments,0.07,0.0,0.0,0.01,0.08,XboxOne
1100,Just Dance: Disney Party 2,2015,Music,Ubisoft,0.06,0.01,0.0,0.01,0.08,XboxOne
1101,Bulletstorm: Full Clip Edition,2017,Shooter,Gearbox Software,0.06,0.01,0.0,0.01,0.08,XboxOne
1102,Micro Machines: World Series,2017,Racing,Codemasters,0.02,0.05,0.0,0.01,0.08,XboxOne
1103,Darksiders II,2015,Action-Adventure,Nordic Games,0.05,0.03,0.0,0.01,0.08,XboxOne
1104,Sherlock Holmes: Crimes & Punishments,2014,Adventure,Focus Home Interactive,0.03,0.04,0.0,0.01,0.08,XboxOne
1105,Toy Soldiers: War Chest,2015,Action,Ubisoft,0.07,0.0,0.0,0.01,0.08,XboxOne
1106,BlazBlue: Chrono Phantasma Extend,2015,Fighting,PQube,0.06,0.01,0.0,0.01,0.08,XboxOne
1107,Metal Gear Survive,2018,Action,Konami Digital Entertainment,0.05,0.01,0.0,0.01,0.08,XboxOne
1108,The Golf Club,2015,Sports,Ravenscourt,0.07,0.0,0.0,0.01,0.07,XboxOne
1109,Batman: A Telltale Game Series,2016,Adventure,Telltale Games,0.06,0.01,0.0,0.01,0.07,XboxOne
1110,Constructor HD,2017,Strategy,System 3,0.07,0.0,0.0,0.01,0.07,XboxOne
1111,Teenage Mutant Ninja Turtles: Mutants in Manhattan,2016,Action,Activision,0.05,0.01,0.0,0.01,0.07,XboxOne
1112,Valentino Rossi: The Game,2016,Racing,Namco Bandai Games,0.05,0.02,0.0,0.01,0.07,XboxOne
1113,Disneyland Adventures,2017,Action-Adventure,Microsoft Studios,0.05,0.01,0.0,0.01,0.07,XboxOne
1114,Dynasty Warriors 8: Empires,2014,Action,Tecmo Koei,0.04,0.02,0.0,0.01,0.07,XboxOne
1115,Resident Evil 6,2016,Shooter,Capcom,0.06,0.0,0.0,0.01,0.07,XboxOne
1116,Ghostbusters (2016),2016,Action,Activision,0.06,0.0,0.0,0.01,0.07,XboxOne
1117,R.B.I. Baseball 2017,2017,Sports,MLB.com,0.06,0.0,0.0,0.01,0.07,XboxOne
1118,Aven Colony,2017,Strategy,Sold Out,0.06,0.0,0.0,0.01,0.06,XboxOne
1119,Adventure Time: Finn & Jake Investigations,2015,Action,Little Orbit,0.04,0.02,0.0,0.01,0.06,XboxOne
1120,Atari Flashback Classics: Volume 1,2016,Misc,Atari,0.06,0.0,0.0,0.01,0.06,XboxOne
1121,MotoGP 17,2017,Racing,Koch Media,0.04,0.02,0.0,0.01,0.06,XboxOne
1122,Wasteland 2,2015,Role-Playing,Deep Silver,0.05,0.01,0.0,0.01,0.06,XboxOne
1123,MX vs ATV Supercross Encore 2017 Track Edition,2017,Racing,THQ Nordic,0.05,0.0,0.0,0.01,0.06,XboxOne
1124,Cartoon Network Battle Crashers,2016,Action,Maximum Games,0.05,0.01,0.0,0.01,0.06,XboxOne
1125,Hasbro Family Fun Pack Conquest Edition,2016,Misc,Ubisoft,0.05,0.0,0.0,0.01,0.06,XboxOne
1126,Sherlock Holmes: The Devil's Daughter,2016,Adventure,Bigben Interactive,0.05,0.0,0.0,0.01,0.06,XboxOne
1127,MX vs. ATV Supercross Encore,2015,Sports,Nordic Games,0.05,0.0,0.0,0.01,0.06,XboxOne
1128,Killing Floor 2Ê,2017,Shooter,Tripwire Interactive,0.05,0.0,0.0,0.01,0.06,XboxOne
1129,R.B.I. Baseball 2016,2016,Sports,MLB.com,0.05,0.0,0.0,0.01,0.06,XboxOne
1130,Okami,2017,Action,Capcom,0.05,0.0,0.0,0.01,0.06,XboxOne
1131,Rapala Fishing Pro Series,2017,Simulation,GameMill,0.05,0.0,0.0,0.01,0.06,XboxOne
1132,Arslan: The Warriors of Legend,2016,Action,Tecmo Koei,0.05,0.0,0.0,0.01,0.06,XboxOne
1133,Golf Club 2,2017,Sports,Maximum Games,0.05,0.0,0.0,0.01,0.06,XboxOne
1134,Mark McMorris Infinite Air,2016,Sports,Maximum Games,0.05,0.0,0.0,0.01,0.06,XboxOne
1135,Atari Flashback Classics: Volume 2,2016,Misc,Atari,0.05,0.0,0.0,0.01,0.06,XboxOne
1136,Hunting Simulator,2017,Shooter,Bigben Interactive,0.05,0.0,0.0,0.01,0.06,XboxOne
1137,Styx: Shards of Darknes,2017,Action,Focus Home Interactive,0.05,0.0,0.0,0.01,0.06,XboxOne
1138,Marvel's Guardians of the Galaxy: The Telltale Series,2017,Adventure,Warner Bros. Interactive Entertainment,0.05,0.0,0.0,0.01,0.05,XboxOne
1139,Baja: Edge of Control HD,2017,Racing,THQ Nordic,0.05,0.0,0.0,0.01,0.05,XboxOne
1140,Agatha Christie's The ABC Murders,2016,Adventure,Microids,0.04,0.0,0.0,0.01,0.05,XboxOne
1141,Brothers: A Tale of Two Sons,2015,Adventure,505 Games,0.04,0.01,0.0,0.01,0.05,XboxOne
1142,The Walking Dead: A Telltale Series Collection,2017,Adventure,Warner Bros. Interactive Entertainment,0.05,0.0,0.0,0.01,0.05,XboxOne
1143,Rugby 18,2017,Sports,Koch Media,0.04,0.0,0.0,0.01,0.05,XboxOne
1144,Has-Been Heroes,2017,Action,GameTrust,0.04,0.0,0.0,0.01,0.05,XboxOne
1145,Deformers,2017,Action,Ready at Dawn,0.04,0.0,0.0,0.01,0.05,XboxOne
1146,Extinction,2018,Action,Maximum Games,0.04,0.0,0.0,0.01,0.05,XboxOne
1147,Resident Evil 4 HD,2016,Action-Adventure,Capcom,0.04,0.0,0.0,0.01,0.05,XboxOne
1148,The Technomancer,2016,Role-Playing,Focus Home Interactive,0.03,0.02,0.0,0.0,0.05,XboxOne
1149,Cars 3: Driven to Win,2017,Racing,Warner Bros. Interactive Entertainment,0.04,0.0,0.0,0.01,0.05,XboxOne
1150,Pillars of Eternity,2017,Role-Playing,Paradox InteractiveÊ,0.04,0.0,0.0,0.01,0.05,XboxOne
1151,Just Sing,2016,Music,Ubisoft,0.04,0.0,0.0,0.01,0.05,XboxOne
1152,Mighty No. 9,2016,Platform,Deep Silver,0.04,0.0,0.0,0.01,0.05,XboxOne
1153,Batman: The Enemy Within,2017,Adventure,Telltale Games,0.04,0.0,0.0,0.01,0.05,XboxOne
1154,WRC 7,2017,Racing,Bigben Interactive,0.04,0.0,0.0,0.01,0.05,XboxOne
1155,King's Quest: The Complete Collection,2016,Adventure,Activision,0.04,0.0,0.0,0.01,0.05,XboxOne
1156,Marvel Pinball: Epic Collection Volume 1,2016,Puzzle,Nighthawk Interactive,0.04,0.0,0.0,0.01,0.05,XboxOne
1157,Road Rage,2017,Racing,Maximum Games,0.04,0.0,0.0,0.0,0.04,XboxOne
1158,Dragon's Dogma,2017,Role-Playing,Capcom,0.04,0.0,0.0,0.0,0.04,XboxOne
1159,Deer Hunter Reloaded,2017,Shooter,GameMill Entertainment,0.04,0.0,0.0,0.0,0.04,XboxOne
1160,Overcooked,2016,Action,Sold Out,0.04,0.0,0.0,0.0,0.04,XboxOne
1161,Resident Evil 5 HD,2016,Action,Capcom,0.04,0.0,0.0,0.0,0.04,XboxOne
1162,Darksiders: Warmastered Edition,2016,Action-Adventure,THQ Nordic,0.04,0.0,0.0,0.0,0.04,XboxOne
1163,Valkyria: Azure Revolution,2017,Role-Playing,Deep Silver,0.04,0.0,0.0,0.0,0.04,XboxOne
1164,Game of Thrones (Telltale),2015,Adventure,Telltale Games,0.04,0.0,0.0,0.0,0.04,XboxOne
1165,Terraria,2014,Action,505 Games,0.0,0.04,0.0,0.0,0.04,XboxOne
1166,Elex,2017,Role-Playing,THQ Nordic,0.04,0.0,0.0,0.0,0.04,XboxOne
1167,Battle Chasers: Nightwar,2017,Role-Playing,THQ Nordic,0.04,0.0,0.0,0.0,0.04,XboxOne
1168,Don't Starve,2018,Adventure,505 Games,0.04,0.0,0.0,0.0,0.04,XboxOne
1169,Dead Rising 2,2016,Action,Capcom,0.03,0.0,0.0,0.0,0.04,XboxOne
1170,Don Bradman Cricket 14,2015,Sports,Tru Blu Entertainment,0.0,0.04,0.0,0.0,0.04,XboxOne
1171,Monster Jam: Crush It,2016,Racing,GameMill,0.03,0.0,0.0,0.0,0.04,XboxOne
1172,Shadow Warrior (2013),2014,Shooter,Devolver Digital,0.0,0.04,0.0,0.0,0.04,XboxOne
1173,Dead Alliance,2017,Shooter,Maximum Games,0.03,0.0,0.0,0.0,0.04,XboxOne
1174,Warriors Orochi 3,2014,Action,Tecmo Koei,0.01,0.03,0.0,0.0,0.04,XboxOne
1175,Dead Rising,2016,Action,Capcom,0.03,0.0,0.0,0.0,0.04,XboxOne
1176,Sine Mora,2017,Action,THQ Nordic,0.03,0.0,0.0,0.0,0.04,XboxOne
1177,WRC 6,2016,Racing,PQube,0.03,0.0,0.0,0.0,0.03,XboxOne
1178,Black Mirror,2017,Adventure,THQ Nordic,0.03,0.0,0.0,0.0,0.03,XboxOne
1179,Pure Farming 2018,2018,Simulation,Techland,0.03,0.0,0.0,0.0,0.03,XboxOne
1180,MotoGP 15,2015,Racing,Milestone S.r.l.,0.0,0.03,0.0,0.0,0.03,XboxOne
1181,Raid: World War II,2017,Shooter,505 Games,0.03,0.0,0.0,0.0,0.03,XboxOne
1182,Carmageddon: Max Damage,2016,Action,Stainless Games,0.02,0.01,0.0,0.0,0.03,XboxOne
1183,INSIDE / LIMBO Double Pack,2017,Platform,505 Games,0.03,0.0,0.0,0.0,0.03,XboxOne
1184,Warhammer: The End Times - Vermintide,2016,Action,Games Workshop,0.03,0.0,0.0,0.0,0.03,XboxOne
1185,Stardew Valley,2017,Simulation,505 Games,0.02,0.0,0.0,0.0,0.03,XboxOne
1186,Ben 10 (2017),2017,Action,Outright Games,0.02,0.0,0.0,0.0,0.03,XboxOne
1187,The Pillars of the Earth,2017,Adventure,Kalypso Media,0.02,0.0,0.0,0.0,0.03,XboxOne
1188,Rime,2017,Adventure,Grey Box,0.02,0.0,0.0,0.0,0.03,XboxOne
1189,Worms: WMD,2016,Strategy,Team17 Digital Ltd,0.02,0.0,0.0,0.0,0.02,XboxOne
1190,Syberia III,2017,Adventure,Microids,0.02,0.0,0.0,0.0,0.02,XboxOne
1191,Moto Racer 4,2016,Racing,PQube,0.02,0.0,0.0,0.0,0.02,XboxOne
1192,Rugby League Live 4,2017,Sports,Tru Blu Entertainment,0.0,0.02,0.0,0.0,0.02,XboxOne
1193,ABZU,2017,Adventure,505 Games,0.02,0.0,0.0,0.0,0.02,XboxOne
1194,Pharaonic,2017,Action,Soedesco,0.02,0.0,0.0,0.0,0.02,XboxOne
1195,Geometry Wars 3: Dimensions Evolved,2016,Action,Activision,0.02,0.0,0.0,0.0,0.02,XboxOne
1196,Resident Evil: Revelations,2017,Action,Capcom,0.02,0.0,0.0,0.0,0.02,XboxOne
1197,Broken Sword 5: The Serpent's Curse,2015,Adventure,Revolution Software,0.0,0.02,0.0,0.0,0.02,XboxOne
1198,Rugby World Cup 2015,2015,Sports,Big Ben Interactive,0.0,0.02,0.0,0.0,0.02,XboxOne
1199,The Crew: Wild Run,2015,Racing,Ubisoft,0.0,0.02,0.0,0.0,0.02,XboxOne
1200,Prison Architect,2016,Simulation,Introversion Software,0.02,0.0,0.0,0.0,0.02,XboxOne
1201,The Dwarves,2016,Role-Playing,THQ Nordic,0.02,0.0,0.0,0.0,0.02,XboxOne
1202,Big Buck Hunter Arcade,2017,Shooter,GameMill,0.02,0.0,0.0,0.0,0.02,XboxOne
1203,Redout,2017,Racing,505 Games,0.02,0.0,0.0,0.0,0.02,XboxOne
1204,Troll and I,2017,Action,Maximum Games,0.02,0.0,0.0,0.0,0.02,XboxOne
1205,Portal Knights,2017,Role-Playing,505 Games,0.02,0.0,0.0,0.0,0.02,XboxOne
1206,Shaq-Fu: A Legend Reborn,2018,Action,Wired Productions,0.02,0.0,0.0,0.0,0.02,XboxOne
1207,Psycho-Pass,2014,Visual Novel,5pb,0.0,0.0,0.02,0.0,0.02,XboxOne
1208,Tropico 5,2016,Simulation,Kalypso Media,0.02,0.0,0.0,0.0,0.02,XboxOne
1209,Back to the Future: The Game,2015,Adventure,Telltale Games,0.0,0.02,0.0,0.0,0.02,XboxOne
1210,Saints Row: Gat out of Hell,2015,Action,Deep Silver,0.0,0.02,0.0,0.0,0.02,XboxOne
1211,Mega Man Legacy Collection 2,2017,Action,Capcom,0.02,0.0,0.0,0.0,0.02,XboxOne
1212,Dungeons 3,2017,Strategy,Kalypso Media,0.02,0.0,0.0,0.0,0.02,XboxOne
1213,Blackguards 2,2017,Strategy,Kalypso Media,0.02,0.0,0.0,0.0,0.02,XboxOne
1214,Rogue Trooper: Redux,2017,Shooter,Rebellion,0.02,0.0,0.0,0.0,0.02,XboxOne
1215,Vikings: Wolves of Midgard,2017,Action,Kalypso Media,0.01,0.0,0.0,0.0,0.02,XboxOne
1216,The Inner World: The Last Wind Monk,2017,Puzzle,Kalypso Media,0.01,0.0,0.0,0.0,0.02,XboxOne
1217,Assetto Corsa,2016,Racing,505 Games,0.0,0.01,0.0,0.0,0.02,XboxOne
1218,Le Tour de France 2017,2017,Simulation,Focus Home Interactive,0.0,0.01,0.0,0.0,0.02,XboxOne
1219,Lock's Quest,2017,Strategy,THQ Nordic,0.01,0.0,0.0,0.0,0.02,XboxOne
1220,WRC 5: FIA World Rally Championship,2015,Racing,Bigben Interactive,0.0,0.01,0.0,0.0,0.02,XboxOne
1221,FlatOut 4: Total Insanity,2017,Racing,Bigben Interactive,0.01,0.0,0.0,0.0,0.01,XboxOne
1222,Shadow Tactics: Blades of the Shogun,2017,Strategy,Kalypso Media,0.01,0.0,0.0,0.0,0.01,XboxOne
1223,The Town of Light,2017,Adventure,THQ Nordic,0.01,0.0,0.0,0.0,0.01,XboxOne
1224,Goat Simulator,2016,Simulation,Koch Media,0.0,0.01,0.0,0.0,0.01,XboxOne
1225,Rugby League Live 3,2015,Sports,Tru Blu Entertainment,0.0,0.01,0.0,0.0,0.01,XboxOne
1226,Assassin's Creed Chronicles,2016,Action,Ubisoft,0.0,0.01,0.0,0.0,0.01,XboxOne
1227,Sbastien Loeb Rally Evo,2016,Racing,Milestone S.r.l,0.0,0.01,0.0,0.0,0.01,XboxOne
1228,Rugby Challenge 3,2016,Sports,Alternative Software,0.0,0.01,0.0,0.0,0.01,XboxOne
1229,Rabbids Invasion: The Interactive TV Show,2014,Misc,Ubisoft,0.0,0.01,0.0,0.0,0.01,XboxOne
1230,ZombiU,2016,Action,Ubisoft,0.0,0.01,0.0,0.0,0.01,XboxOne
1231,This War of Mine,2016,Action,11 bit studios,0.0,0.01,0.0,0.0,0.01,XboxOne
1232,Battle Worlds: Kronos,2016,Strategy,Nordic Games,0.01,0.0,0.0,0.0,0.01,XboxOne
1233,ScreamRide,2015,Simulation,Microsoft Studios,0.0,0.01,0.0,0.0,0.01,XboxOne
1234,Torment: Tides of Numenera,2017,Role-Playing,Techland,0.01,0.0,0.0,0.0,0.01,XboxOne
1235,Ziggurat,2016,Shooter,Soedesco,0.0,0.01,0.0,0.0,0.01,XboxOne
1236,ATV Renegades,2017,Racing,Nighthawk Interactive,0.0,0.0,0.0,0.0,0.01,XboxOne
1237,This Is The Police,2017,Simulation,THQ Nordic,0.0,0.0,0.0,0.0,0.01,XboxOne
1238,Valhalla Hills,2017,Strategy,Kalypso Media,0.0,0.0,0.0,0.0,0.0,XboxOne
1239,Handball 16,2015,Sports,Bigben Interactive,0.0,0.0,0.0,0.0,0.0,XboxOne
1240,Shovel Knight,2015,Platform,Yacht Club Games,0.0,0.0,0.0,0.0,0.0,XboxOne
1241,Blood Bowl 2,2015,Sports,Focus Home Interactive,0.0,0.0,0.0,0.0,0.0,XboxOne
1242,The Peanuts Movie: Snoopy's Grand Adventure,2015,Platform,Activision,0.0,0.0,0.0,0.0,0.0,XboxOne
1243,Farming 2017 - The Simulation,2016,Simulation,UIG Entertainment,0.0,0.0,0.0,0.0,0.0,XboxOne
1244,Kung Fu Panda: Showdown of Legendary Legends,2015,Action,Little Orbit,0.0,0.0,0.0,0.0,0.0,XboxOne
1245,Strider (2014),2014,Platform,Capcom,0.0,0.0,0.0,0.0,0.0,XboxOne
1246,The Amazing Spider-Man 2,2014,Misc,Activision,0.0,0.0,0.0,0.0,0.0,XboxOne
1247,Mega Man Legacy Collection,2016,Platform,Capcom,0.0,0.0,0.0,0.0,0.0,XboxOne
1248,Agatha Christie: The ABC Murders,2016,Adventure,Microids,0.0,0.0,0.0,0.0,0.0,XboxOne
1249,Ancients of Ooga - The Forgotten Chapters,2016,Platform,Koch Media,0.0,0.0,0.0,0.0,0.0,XboxOne
1250,Bladestorm: The Hundred Years' War,2015,Action,BioWare,0.0,0.0,0.0,0.0,0.0,XboxOne
1251,Brothers in Arms: Furious 4,2019,Shooter,Ubisoft,0.0,0.0,0.0,0.0,0.0,XboxOne
1252,Devil May Cry 4,2015,Action,Capcom,0.0,0.0,0.0,0.0,0.0,XboxOne
1253,Gran Turismo 5 Prologue Spec III,2014,Misc,Wizards of the Coast,0.0,0.0,0.0,0.0,0.0,XboxOne
1254,Industry Giant II,2017,Strategy,UIG Entertainment,0.0,0.0,0.0,0.0,0.0,XboxOne
1255,Killer Instinct,2020,Misc,Microsoft Game Studios,0.0,0.0,0.0,0.0,0.0,XboxOne
1256,Mount & Blade: Warband,2016,Role-Playing,Koch Media,0.0,0.0,0.0,0.0,0.0,XboxOne
1257,Lightning Returns: Final Fantasy XIII,2013,Misc,Square Enix,0.0,0.0,0.0,0.0,0.0,XboxOne
1258,Slender: The Arrival,2015,Adventure,Unknown,0.0,0.0,0.0,0.0,0.0,XboxOne
1259,Human Element,2015,Misc,Unknown,0.0,0.0,0.0,0.0,0.0,XboxOne
1260,Whore of the Orient,2020,Misc,Warner Bros. Interactive Entertainment,0.0,0.0,0.0,0.0,0.0,XboxOne
1261,Carmageddon: Reincarnation,2015,Misc,Stainless Games,0.0,0.0,0.0,0.0,0.0,XboxOne
1262,Halo 6,2020,Shooter,Microsoft Game Studios,0.0,0.0,0.0,0.0,0.0,XboxOne
1263,Kingdom Hearts III,2019,Role-Playing,Square Enix,0.0,0.0,0.0,0.0,0.0,XboxOne
1264,Black Tusk Studios Game,2020,Misc,Microsoft Game Studios,0.0,0.0,0.0,0.0,0.0,XboxOne
1265,Reus,2016,Strategy,Soedesco,0.0,0.0,0.0,0.0,0.0,XboxOne
1266,Fable Legends,2019,Role-Playing,Microsoft Studios,0.0,0.0,0.0,0.0,0.0,XboxOne
1267,WonderFlick,2014,Misc,Level 5,0.0,0.0,0.0,0.0,0.0,XboxOne
1268,Monochroma,2014,Misc,Unknown,0.0,0.0,0.0,0.0,0.0,XboxOne
1269,Sea Animal Games for Toddlers and Kids with Jigsaw Puzzles,2013,Misc,Ubisoft,0.0,0.0,0.0,0.0,0.0,XboxOne
1270,Raven's Cry,2014,Role-Playing,TopWare Interactive,0.0,0.0,0.0,0.0,0.0,XboxOne
1271,Tales from the Borderlands,2014,Adventure,Telltale Games,0.0,0.0,0.0,0.0,0.0,XboxOne
1272,Get Even,2015,Misc,Unknown,0.0,0.0,0.0,0.0,0.0,XboxOne
1273,Stranger of Sword City,2016,Role-Playing,Experience Inc.,0.0,0.0,0.0,0.0,0.0,XboxOne
